school_name,postal_code,mainlevel_code,latitude,longitude
TECK GHEE PRIMARY SCHOOL,569299,PRIMARY,1.36565018546903,103.851009800453
TECK WHYE PRIMARY SCHOOL,688261,PRIMARY,1.38388660469396,103.753924558586
TELOK KURAU PRIMARY SCHOOL,479239,PRIMARY,1.33109611001931,103.911005345855
TEMASEK JUNIOR COLLEGE,529564,MIXED LEVEL (S1-JC2),1.35728017255861,103.956185936394
TEMASEK PRIMARY SCHOOL,469300,PRIMARY,1.31770677551333,103.945590669163
TEMASEK SECONDARY SCHOOL,465561,SECONDARY (S1-S5),1.31591673150616,103.947564112022
TOWNSVILLE PRIMARY SCHOOL,569730,PRIMARY,1.35994649477568,103.853768994775
VICTORIA JUNIOR COLLEGE,449035,JUNIOR COLLEGE,1.30670174177479,103.919982704149
VICTORIA SCHOOL,448880,SECONDARY (S1-S4),1.3087130270751,103.927980966639
WATERWAY PRIMARY SCHOOL,828802,PRIMARY,1.39889261226315,103.918585924582
WELLINGTON PRIMARY SCHOOL,757702,PRIMARY,1.45168517614776,103.822516208087
WEST GROVE PRIMARY SCHOOL,649223,PRIMARY,1.34471211768915,103.698964212988
WEST SPRING PRIMARY SCHOOL,679946,PRIMARY,1.38917971808454,103.76639772288
WEST SPRING SECONDARY SCHOOL,677737,SECONDARY (S1-S5),1.38782283303782,103.760128840155
WEST VIEW PRIMARY SCHOOL,677742,PRIMARY,1.38378546546228,103.760273432258
WESTWOOD PRIMARY SCHOOL,649188,PRIMARY,1.3477109654722,103.700467520791
WESTWOOD SECONDARY SCHOOL,648350,SECONDARY (S1-S5),1.35373698510994,103.701772102139
WHITE SANDS PRIMARY SCHOOL,519075,PRIMARY,1.36563610941695,103.960861814678
WHITLEY SECONDARY SCHOOL,579747,SECONDARY (S1-S5),1.35505208480649,103.842552378136
WOODGROVE PRIMARY SCHOOL,738079,PRIMARY,1.43273620725049,103.79023031392
WOODGROVE SECONDARY SCHOOL,738990,SECONDARY (S1-S5),1.42831828137013,103.79604758539
WOODLANDS PRIMARY SCHOOL,738853,PRIMARY,1.43658270720199,103.791791282236
WOODLANDS RING PRIMARY SCHOOL,738240,PRIMARY,1.43485179380236,103.79741434351
WOODLANDS RING SECONDARY SCHOOL,739062,SECONDARY (S1-S5),1.43070452883799,103.777625748539
WOODLANDS SECONDARY SCHOOL,739111,SECONDARY (S1-S5),1.43912528141356,103.774586410437
XINGHUA PRIMARY SCHOOL,538882,PRIMARY,1.35799653782463,103.890216355459
XINGNAN PRIMARY SCHOOL,649036,PRIMARY,1.34270639669225,103.687588478681
XINMIN PRIMARY SCHOOL,538784,PRIMARY,1.37176798317468,103.88280991785
XINMIN SECONDARY SCHOOL,538789,SECONDARY (S1-S5),1.37255884700002,103.88305161385
XISHAN PRIMARY SCHOOL,768611,PRIMARY,1.43347186925064,103.837755319448
YANGZHENG PRIMARY SCHOOL,556108,PRIMARY,1.3489768083841,103.868467129954
YEW TEE PRIMARY SCHOOL,689100,PRIMARY,1.39672603497195,103.751817992962
YIO CHU KANG PRIMARY SCHOOL,538720,PRIMARY,1.37793264345276,103.885643682171
YIO CHU KANG SECONDARY SCHOOL,569868,SECONDARY (S1-S5),1.37797597740925,103.84213696352
YISHUN INNOVA JUNIOR COLLEGE,768675,JUNIOR COLLEGE,1.42426692572335,103.83003171149
YISHUN PRIMARY SCHOOL,768679,PRIMARY,1.43397617334964,103.834050796658
YISHUN SECONDARY SCHOOL,768516,SECONDARY (S1-S5),1.42813324276086,103.828764316679
YISHUN TOWN SECONDARY SCHOOL,768610,SECONDARY (S1-S5),1.43232156717386,103.838094226361
YU NENG PRIMARY SCHOOL,469623,PRIMARY,1.33398037894072,103.932015036296
YUAN CHING SECONDARY SCHOOL,618654,SECONDARY (S1-S5),1.34200635764467,103.72089870437
YUHUA PRIMARY SCHOOL,609558,PRIMARY,1.34291981622016,103.740861148879
YUHUA SECONDARY SCHOOL,649406,SECONDARY (S1-S5),1.34718626876968,103.722687235839
YUMIN PRIMARY SCHOOL,529393,PRIMARY,1.35131569890862,103.950551091373
YUSOF ISHAK SECONDARY SCHOOL,828676,SECONDARY (S1-S5),1.40693702458178,103.896275149571
YUYING SECONDARY SCHOOL,538884,SECONDARY (S1-S5),1.35713595302467,103.890194755287
ZHANGDE PRIMARY SCHOOL,169485,PRIMARY,1.28421153855474,103.825951884637
ZHENGHUA PRIMARY SCHOOL,679002,PRIMARY,1.37942873617052,103.76970317201
ZHENGHUA SECONDARY SCHOOL,679962,SECONDARY (S1-S5),1.38836583415352,103.765510638527
ZHONGHUA PRIMARY SCHOOL,556095,PRIMARY,1.36026072476019,103.869712517383
ZHONGHUA SECONDARY SCHOOL,556123,SECONDARY (S1-S5),1.34840720846208,103.869430481414
